CRITERIA_BNK_ULMT,185 ,168 ,167 ,167 ,168 ,171 ,173 ,173 ,173 ,174 ,174 ,175 ,177 ,212 
,140 ,153 ,164 ,165 ,165 ,167 ,168 ,169 ,170 ,170 ,171 ,171 ,170 ,153 
,140 ,155 ,165 ,165 ,166 ,169 ,169 ,169 ,170 ,171 ,172 ,172 ,172 ,166 
,142 ,163 ,167 ,167 ,168 ,170 ,172 ,172 ,172 ,173 ,173 ,173 ,173 ,166 
,156 ,159 ,160 ,160 ,161 ,164 ,165 ,166 ,166 ,167 ,168 ,167 ,168 ,172 
,157 ,160 ,161 ,161 ,161 ,164 ,165 ,166 ,166 ,166 ,168 ,168 ,168 ,172 
,158 ,161 ,161 ,161 ,162 ,165 ,166 ,167 ,167 ,169 ,169 ,169 ,169 ,172 
,159 ,162 ,162 ,163 ,164 ,166 ,167 ,168 ,168 ,170 ,170 ,170 ,170 ,173 
,153 ,156 ,156 ,156 ,157 ,160 ,162 ,163 ,163 ,163 ,165 ,165 ,166 ,170 
,153 ,156 ,157 ,157 ,158 ,160 ,162 ,163 ,163 ,164 ,165 ,165 ,165 ,169 
,154 ,157 ,157 ,158 ,158 ,161 ,162 ,163 ,164 ,164 ,166 ,166 ,166 ,170 
,155 ,158 ,158 ,158 ,159 ,162 ,163 ,164 ,165 ,165 ,166 ,166 ,167 ,171 
,174 ,162 ,160 ,159 ,158 ,160 ,160 ,160 ,159 ,158 ,157 ,156 ,155 ,154 
,174 ,163 ,161 ,159 ,158 ,160 ,160 ,160 ,159 ,157 ,157 ,155 ,155 ,152 
,144 ,153 ,154 ,154 ,155 ,158 ,160 ,161 ,160 ,161 ,163 ,163 ,163 ,168 
,157 ,155 ,155 ,155 ,156 ,159 ,161 ,162 ,162 ,162 ,164 ,164 ,164 ,169 
,165 ,159 ,158 ,156 ,156 ,158 ,158 ,157 ,156 ,155 ,155 ,153 ,152 ,150 
,165 ,159 ,158 ,157 ,156 ,158 ,158 ,157 ,156 ,155 ,154 ,153 ,152 ,150 
,166 ,159 ,158 ,157 ,156 ,158 ,158 ,158 ,156 ,155 ,155 ,153 ,152 ,151 
,167 ,160 ,159 ,158 ,157 ,159 ,159 ,158 ,157 ,156 ,156 ,154 ,153 ,151 
,164 ,158 ,157 ,155 ,154 ,156 ,156 ,156 ,154 ,153 ,153 ,151 ,150 ,148 
,164 ,158 ,156 ,155 ,154 ,156 ,156 ,156 ,154 ,153 ,153 ,151 ,150 ,148 
,164 ,158 ,156 ,155 ,154 ,156 ,156 ,156 ,154 ,153 ,153 ,151 ,150 ,148 
,164 ,158 ,157 ,155 ,155 ,157 ,157 ,156 ,155 ,154 ,153 ,152 ,151 ,149 
,162 ,157 ,155 ,153 ,152 ,154 ,151 ,151 ,152 ,151 ,151 ,149 ,148 ,145 
,162 ,156 ,154 ,153 ,152 ,154 ,151 ,151 ,152 ,151 ,151 ,149 ,148 ,145 
,162 ,156 ,154 ,153 ,152 ,154 ,151 ,151 ,152 ,151 ,151 ,149 ,148 ,145 
,162 ,157 ,155 ,154 ,153 ,155 ,159 ,158 ,153 ,152 ,152 ,150 ,149 ,148 
,184 ,159 ,156 ,155 ,153 ,159 ,176 ,171 ,155 ,150 ,149 ,147 ,147 ,156 
CRITERIA_BNK_DLMT,79 ,72 ,72 ,71 ,72 ,73 ,74 ,74 ,74 ,75 ,75 ,75 ,76 ,91 
,60 ,65 ,70 ,71 ,71 ,72 ,72 ,72 ,73 ,73 ,73 ,73 ,73 ,66 
,60 ,66 ,71 ,71 ,71 ,72 ,72 ,73 ,73 ,73 ,74 ,74 ,74 ,71 
,61 ,70 ,71 ,71 ,72 ,73 ,74 ,74 ,74 ,74 ,74 ,74 ,74 ,71 
,67 ,68 ,69 ,69 ,69 ,70 ,71 ,71 ,71 ,72 ,72 ,72 ,72 ,74 
,67 ,69 ,69 ,69 ,69 ,70 ,71 ,71 ,71 ,71 ,72 ,72 ,72 ,74 
,68 ,69 ,69 ,69 ,70 ,71 ,71 ,72 ,72 ,72 ,72 ,72 ,72 ,74 
,68 ,70 ,70 ,70 ,70 ,71 ,72 ,72 ,72 ,73 ,73 ,73 ,73 ,74 
,65 ,67 ,67 ,67 ,67 ,69 ,69 ,70 ,70 ,70 ,71 ,71 ,71 ,73 
,66 ,67 ,67 ,67 ,68 ,69 ,69 ,70 ,70 ,70 ,71 ,71 ,71 ,72 
,66 ,67 ,67 ,68 ,68 ,69 ,70 ,70 ,70 ,70 ,71 ,71 ,71 ,73 
,66 ,68 ,68 ,68 ,68 ,69 ,70 ,70 ,71 ,71 ,71 ,71 ,72 ,73 
,74 ,69 ,69 ,68 ,68 ,69 ,69 ,68 ,68 ,68 ,67 ,67 ,67 ,66 
,75 ,70 ,69 ,68 ,68 ,69 ,69 ,68 ,68 ,67 ,67 ,67 ,66 ,65 
